Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	industry	Summary Quote
SYBTP	S.Y. Bancorp, Inc.	10.2325	0	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sybtp
SBRA	Sabra Healthcare REIT, Inc.	26.9	1019024266.7	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/sbra
SBRAP	Sabra Healthcare REIT, Inc.	24.49	140817500	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/sbrap
SAEX	SAExploration Holdings, Inc.	7.35	98509580.4	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/saex
SAFT	Safety Insurance Group, Inc.	54.73	842229024	n/a	1993	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/saft
SGNT	Sagent Pharmaceuticals, Inc.	22.76	641819459.24	n/a	1999	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/sgnt
SAIA	Saia, Inc.	31.94	780062443.36	n/a	n/a	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/saia
SALM	Salem Communications Corporation	8.7	215855578.2	n/a	1992	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/salm
SAL	Salisbury Bancorp, Inc.	26.18	44770967.78	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/sal
SLXP	Salix Pharmaceuticals, Ltd.	73.04	4504731555.28	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/slxp
SAFM	Sanderson Farms, Inc.	66.09	1520972194.59	n/a	1987	Consumer Non-Durables	Meat/Poultry/Fish	http://www.nasdaq.com/symbol/safm
SNDK	SanDisk Corporation	68.12	15387726868.28	n/a	1995	Technology	Electronic Components	http://www.nasdaq.com/symbol/sndk
SASR	Sandy Spring Bancorp, Inc.	25	624428375	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sasr
SGMO	Sangamo BioSciences, Inc.	9.2	568534258.4	n/a	2000	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/sgmo
SANM	Sanmina Corporation	15.48	1294607802.6	n/a	1993	Technology	Electrical Products	http://www.nasdaq.com/symbol/sanm
GCVRZ	Sanofi	1.95	0	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/gcvrz
SNTS	Santarus, Inc.	23.53	1561673864.4	n/a	2004	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/snts
SPNS	Sapiens International Corporation N.V.	6.53	255210044.06	n/a	1992	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/spns
SAPE	Sapient Corporation	15.58	2177908008.32	n/a	1996	Technology	EDP Services	http://www.nasdaq.com/symbol/sape
SRPT	Sarepta Therapeutics, Inc.	36.57	1226114571.6	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/srpt
SBFG	SB Financial Group, Inc.	8	37889288	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sbfg
SBAC	SBA Communications Corporation	91.83	11734666710.99	n/a	1999	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/sbac
SCSC	ScanSource, Inc.	39.81	1120136995.56	n/a	n/a	Technology	Retail: Computer Software & Peripheral Equipment	http://www.nasdaq.com/symbol/scsc
SMIT	Schmitt Industries, Inc.	2.6	7776366	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/smit
SCHN	Schnitzer Steel Industries, Inc.	30.42	796221749.7	n/a	1993	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/schn
SCHL	Scholastic Corporation	28.55	910452676.55	n/a	1992	Consumer Services	Books	http://www.nasdaq.com/symbol/schl
SCLN	SciClone Pharmaceuticals, Inc.	4.46	242249208.36	n/a	1992	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/scln
SGMS	Scientific Games Corp	18.49	1573243542.16	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/sgms
SQI	SciQuest, Inc.	24.5	561043360.5	n/a	2010	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/sqi
SEAC	SeaChange International, Inc.	14	460144916	n/a	1996	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/seac
SBCF	Seacoast Banking Corporation of Florida	2.25	213550798.5	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sbcf
STX	Seagate Technology.	48.47	15808112724.82	n/a	1988	Technology	Electronic Components	http://www.nasdaq.com/symbol/stx
SHIP	Seanergy Maritime Holdings Corp	1.1526	13784268.4332	n/a	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/ship
SHLD	Sears Holdings Corporation	57.8	6153957156.6	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/shld
SHOS	Sears Hometown and Outlet Stores, Inc.	28.15	652776571.15	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/shos
SGEN	Seattle Genetics, Inc.	37.86	4612998014.52	n/a	2001	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/sgen
SNFCA	Security National Financial Corporation	5.919	74043043.896	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/snfca
SEIC	SEI Investments Company	33.27	5676129923.31	n/a	1981	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/seic
SCSS	Select Comfort Corporation	18.45	1019214900	n/a	1998	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/scss
SLTC	Selectica, Inc.	6.67	23313050.7	n/a	1980	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/sltc
SIGI	Selective Insurance Group, Inc.	26.49	1477475802.99	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/sigi
LEDS	SemiLEDS Corporation	1.091	30287010.98	n/a	2010	Technology	Semiconductors	http://www.nasdaq.com/symbol/leds
SMTC	Semtech Corporation	30.86	2100122430.92	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/smtc
SENEA	Seneca Foods Corp.	29.48	316775453.28	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/senea
SENEB	Seneca Foods Corp.	29.34	59524992	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/seneb
SNMX	Senomyx, Inc.	3.91	158894036.51	n/a	2004	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/snmx
SQNM	Sequenom, Inc.	1.66	191502580	n/a	2000	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/sqnm
SQBG	Sequential Brands Group, Inc.	5.5	137683722	n/a	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/sqbg
SREV	ServiceSource International, Inc.	8.96	711527084.8	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/srev
SEV	Sevcon, Inc.	5	17371940	n/a	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/sev
SVBI	Severn Bancorp Inc	4.8599	48923053.2721	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/svbi
SFXE	SFX Entertainment, Inc.	9.03	727039803.63	n/a	n/a	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/sfxe
SGOC	SGOCO Group, Ltd	3.59	63400678.04	n/a	2010	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/sgoc
GAME	Shanda Games Limited	4.1	1096401020.3	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/game
SMED	Sharps Compliance Corp	4.66	71486180.12	n/a	n/a	Basic Industries	Environmental Services	http://www.nasdaq.com/symbol/smed
SHEN	Shenandoah Telecommunications Co	26.54	637397883.46	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/shen
SHFL	SHFL Entertainment, Inc.	23.19	1313104692.93	n/a	1992	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/shfl
SHLO	Shiloh Industries, Inc.	17.99	306043109.54	n/a	1993	Capital Goods	Industrial Specialties	http://www.nasdaq.com/symbol/shlo
SHPG	Shire plc	136.45	25586008852.3	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/shpg
SCVL	Shoe Carnival, Inc.	25.55	523530384.3	n/a	1993	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/scvl
SHBI	Shore Bancshares Inc	9.1	76997729.9	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/shbi
SHOR	ShoreTel, Inc.	7.68	462464816.64	n/a	1986	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/shor
SFLY	Shutterfly, Inc.	46.93	1771075501.52	n/a	2006	Miscellaneous	Other Consumer Services	http://www.nasdaq.com/symbol/sfly
SIFI	SI Financial Group, Inc.	11.48	116082970.36	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/sifi
SIEB	Siebert Financial Corp.	1.63	35998755.38	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/sieb
BSRR	Sierra Bancorp	18.55	262855707.45	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bsrr
SWIR	Sierra Wireless, Inc.	17.73	545401696.41	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/swir
SIFY	Sify Technologies Limited	1.93	344531226.77	n/a	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/sify
SIGA	SIGA Technologies Inc.	3.37	176869442.18	n/a	1994	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/siga
SIGM	Sigma Designs, Inc.	5.37	185629934.46	n/a	1986	Technology	Semiconductors	http://www.nasdaq.com/symbol/sigm
SIAL	Sigma-Aldrich Corporation	85.62	10245778603.92	n/a	n/a	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/sial
SGMA	SigmaTron International, Inc.	5.35	21192591.2	n/a	1972	Technology	Electrical Products	http://www.nasdaq.com/symbol/sgma
SBNY	Signature Bank	101.98	4819630990.98	n/a	2004	Finance	Major Banks	http://www.nasdaq.com/symbol/sbny
SBNYW	Signature Bank	72.86	0	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sbnyw
SLGN	Silgan Holdings, Inc.	45.23	2867617415.09	n/a	1997	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/slgn
SILC	Silicom Ltd	44.14	314056673.82	n/a	n/a	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/silc
SGI	Silicon Graphics International Corp	12.03	412128215.16	n/a	n/a	Technology	Computer Manufacturing	http://www.nasdaq.com/symbol/sgi
SIMG	Silicon Image, Inc.	5.18	400345846.74	n/a	1999	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/simg
SLAB	Silicon Laboratories, Inc.	39.66	1710201942.12	n/a	1996	Technology	Semiconductors	http://www.nasdaq.com/symbol/slab
SIMO	Silicon Motion Technology Corporation	12.61	409952171.85	n/a	2005	Technology	Semiconductors	http://www.nasdaq.com/symbol/simo
SPIL	Siliconware Precision Industries Company, Ltd.	5.84	3639488000	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/spil
EAGL	Silver Eagle Acquisition Corp.	9.8	540759776.2	n/a	1992	Finance	Business Services	http://www.nasdaq.com/symbol/eagl
EAGLU	Silver Eagle Acquisition Corp.	10.1	410312500	n/a	n/a	Finance	Business Services	http://www.nasdaq.com/symbol/eaglu
EAGLW	Silver Eagle Acquisition Corp.	0.37	0	n/a	n/a	Finance	Business Services	http://www.nasdaq.com/symbol/eaglw
SSRI	Silver Standard Resources Inc.	6.06	489371870.04	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ssri
SAMG	Silvercrest Asset Management Group Inc.	14.77	177020709.81	n/a	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/samg
SFNC	Simmons First National Corporation	34.03	552731049.92	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sfnc
SMPL	Simplicity Bancorp Inc.	15.5	124958520	n/a	1996	Finance	Savings Institutions	http://www.nasdaq.com/symbol/smpl
SLP	Simulations Plus, Inc.	5.41	86727136.54	n/a	1985	Technology	EDP Services	http://www.nasdaq.com/symbol/slp
SINA	Sina Corporation	81.14	5407093084.98	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/sina
SBGI	Sinclair Broadcast Group, Inc.	34.17	3410986763.4	n/a	1995	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/sbgi
SCOK	SinoCoking Coal and Coke Chemical Industries, Inc	1.23	25979287.56	n/a	n/a	Basic Industries	Steel/Iron Ore	http://www.nasdaq.com/symbol/scok
SINO	Sino-Global Shipping America, Ltd.	1.87	8796182.67	n/a	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/sino
SVA	Sinovac Biotech, Ltd.	5.7	314021897.7	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/sva
SIRI	Sirius XM Radio Inc.	3.65	22394623161.75	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/siri
SIRO	Sirona Dental Systems, Inc.	72.29	3978232990.49	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/siro
SKUL	Skullcandy, Inc.	6.2	172133061.4	n/a	n/a	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/skul
MOBI	Sky-mobi Limited	3.77	118802125	n/a	1998	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mobi
SPU	SkyPeople Fruit Juice, Inc.	1.92	51190078.08	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/spu
SKBI	Skystar Bio-Pharmaceutical Company	5	38024000	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/skbi
SKYW	SkyWest, Inc.	16.61	864162955.48	n/a	1986	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/skyw
SWKS	Skyworks Solutions, Inc.	26.18	4914990474.24	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/swks
ISM	SLM Corporation	23.325	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/ism
JSM	SLM Corporation	19.81	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/jsm
OSM	SLM Corporation	23.68	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/osm
SLM	SLM Corporation	25.36	11063656840.56	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/slm
SLMAP	SLM Corporation	47.35	156255000	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/slmap
SLMBP	SLM Corporation	68.4	273600000	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/slmbp
SMT	SMART Technologies Inc.	2.66	111756934.1	n/a	1994	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/smt
SPRO	SmartPros Ltd.	2	9361882	n/a	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/spro
SWHC	Smith & Wesson Holding Corporation	11.38	712986212.46	n/a	n/a	Capital Goods	Ordnance And Accessories	http://www.nasdaq.com/symbol/swhc
SMSI	Smith Micro Software, Inc.	0.825	30560692.8	n/a	1984	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/smsi
SMTX	SMTC Corporation	2.03	33212547.83	n/a	2000	Technology	Electrical Products	http://www.nasdaq.com/symbol/smtx
LNCE	Snyder&#39;s-Lance, Inc.	29.76	2065368849.6	n/a	n/a	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/lnce
SODA	SodaStream International Ltd.	55.28	1139387578.24	n/a	1987	Consumer Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/soda
SOHU	Sohu.com Inc.	62.87	2406581303.17	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/sohu
SLRC	Solar Capital Ltd.	22.42	992598821.56	n/a	2010	n/a	n/a	http://www.nasdaq.com/symbol/slrc
SUNS	Solar Senior Capital Ltd.	18.02	207691600.32	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/suns
SCTY	SolarCity Corporation	59.65	4902535375.75	n/a	n/a	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/scty
SZYM	Solazyme, Inc.	8.77	546457314.34	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/szym
SLTM	Solta Medical, Inc	1.83	146002844.25	n/a	1983	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/sltm
SONC	Sonic Corp.	19.32	1086113637.84	n/a	1991	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/sonc
SOFO	Sonic Foundry, Inc.	10.07	40112848.07	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/sofo
SONS	Sonus Networks, Inc.	2.96	809545498.96	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/sons
SPHS	Sophiris Bio, Inc.	4.54	73320405.26	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/sphs
SORL	SORL Auto Parts, Inc.	4.72	91119227.12	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/sorl
SRNE	Sorrento Therapeutics, Inc.	8.74	189468805.22	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/srne
SOHO	Sotherly Hotels Inc.	4.67	47432849.09	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/soho
SOHOL	Sotherly Hotels LP	25.35	0	n/a	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/sohol
SFBC	Sound Financial Bancorp, Inc.	16.8	43179528	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/sfbc
SOCB	Southcoast Financial Corporation	5.62	39777185.42	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/socb
SFST	Southern First Bancshares, Inc.	13	55502681	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sfst
SMBC	Southern Missouri Bancorp, Inc.	30.49	100487112.6	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/smbc
SONA	Southern National Bancorp of Virginia, Inc.	9.77	113236371.24	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sona
SBSI	Southside Bancshares, Inc.	25.95	463641280.2	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sbsi
OKSB	Southwest Bancorp, Inc.	16.01	315452362.58	n/a	1993	Finance	Major Banks	http://www.nasdaq.com/symbol/oksb
SPBC	SP Bancorp, Inc.	19.45	31873687.5	n/a	2010	Finance	Savings Institutions	http://www.nasdaq.com/symbol/spbc
SPAN	Span-America Medical Systems, Inc.	18.85	55653041.6	n/a	1983	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/span
SBSA	Spanish Broadcasting System, Inc.	3.97	25834155.68	n/a	1999	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/sbsa
SGRP	SPAR Group, Inc.	2.07	42408748.26	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/sgrp
SPAR	Spartan Motors, Inc.	6.33	216060674.64	n/a	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/spar
SPTN	Spartan Stores, Inc.	23.36	510988530.24	n/a	n/a	Consumer Non-Durables	Food Distributors	http://www.nasdaq.com/symbol/sptn
SPPI	Spectrum Pharmaceuticals, Inc.	9.29	588128709.51	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/sppi
SPDC	Speed Commerce, Inc.	3.66	208154074.68	n/a	n/a	Technology	Retail: Computer Software & Peripheral Equipment	http://www.nasdaq.com/symbol/spdc
SPEX	Spherix Incorporated	6.79	8175465.55	n/a	n/a	Health Care	Precision Instruments	http://www.nasdaq.com/symbol/spex
SAVE	Spirit Airlines, Inc.	43.62	3168869424.54	n/a	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/save
SPLK	Splunk Inc.	63.65	6734192341.15	n/a	1981	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/splk
SPCHA	Sport Chalet, Inc.	1.29	18305501.19	n/a	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/spcha
SPCHB	Sport Chalet, Inc.	1.21	17170276.31	n/a	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/spchb
SPRD	Spreadtrum Communications, Inc.	30.55	1460466670.65	n/a	2007	Technology	Semiconductors	http://www.nasdaq.com/symbol/sprd
SFM	Sprouts Farmers Market, Inc.	48.04	7034686669.76	n/a	n/a	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/sfm
SPSC	SPS Commerce, Inc.	68.26	1042560236.2	n/a	2010	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/spsc
SSNC	SS&C Technologies Holdings, Inc.	41.37	3398506074.39	n/a	1996	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ssnc
STAA	STAAR Surgical Company	12.76	475914096.68	n/a	1983	Health Care	Ophthalmic Goods	http://www.nasdaq.com/symbol/staa
STMP	Stamps.com Inc.	46.14	721811668.44	n/a	1999	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/stmp
STAN	Standard Parking Corporation	25.83	566021727.18	n/a	1992	Consumer Services	Rental/Leasing Companies	http://www.nasdaq.com/symbol/stan
STLY	Stanley Furniture Company, Inc.	3.75	54409196.25	n/a	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/stly
SPLS	Staples, Inc.	16.05	10600926148.05	n/a	1989	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/spls
SBLK	Star Bulk Carriers Corp.	8.44	245263623.24	n/a	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/sblk
STSI	Star Scientific, Inc.	1.79	302639157.45	n/a	n/a	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/stsi
SBUX	Starbucks Corporation	81.13	60961082000	n/a	1992	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/sbux
STRZA	Starz	28.93	3383345794.84	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/strza
STRZB	Starz	28.57	282278399.66	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/strzb
STFC	State Auto Financial Corporation	20.27	823596065.87	n/a	1991	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/stfc
STBZ	State Bank Financial Corporation.	17.26	552037712.7	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/stbz
SIBC	State Investors Bancorp, Inc.	15.84	39424587.84	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/sibc
GASS	StealthGas, Inc.	12.22	392595960.38	n/a	2005	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/gass
STLD	Steel Dynamics, Inc.	18.84	4159779476.76	n/a	1996	Basic Industries	Steel/Iron Ore	http://www.nasdaq.com/symbol/stld
SMRT	Stein Mart, Inc.	14.83	656724660.92	n/a	1992	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/smrt
STNR	Steiner Leisure Limited	55.45	812560862.1	n/a	1996	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/stnr
STEL	StellarOne Corporation	23.57	535768892.19	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/stel
STEM	StemCells, Inc.	1.23	67614544.02	n/a	1992	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/stem
STML	Stemline Therapeutics, Inc.	26.2	328522612.2	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/stml
STXS	Stereotaxis, Inc.	3.5	55742953	n/a	2004	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/stxs
STXSR	Stereotaxis, Inc.	0.2005	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/stxsr
SRCL	Stericycle, Inc.	115.8	9946173862.8	n/a	1996	Basic Industries	Environmental Services	http://www.nasdaq.com/symbol/srcl
STRL	Sterling Construction Company Inc	9.95	165693161.05	n/a	1986	Basic Industries	Military/Government/Technical	http://www.nasdaq.com/symbol/strl
STSA	Sterling Financial Corporation	29.5	1838288429	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/stsa
SHOO	Steven Madden, Ltd.	37.19	1714435793.44	n/a	1993	Consumer Non-Durables	Shoe Manufacturing	http://www.nasdaq.com/symbol/shoo
SSFN	Stewardship Financial Corp	4.75	28212392.25	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ssfn
STEI	Stewart Enterprises, Inc.	13.21	1132464555.04	n/a	1991	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/stei
STCK	Stock Building Supply Holdings, Inc.	16.21	423198214.51	n/a	n/a	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/stck
SSYS	Stratasys, Ltd.	114.35	5531619501	n/a	1994	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/ssys
STRT	Strattec Security Corporation	42.36	146400226.56	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/strt
STRS	Stratus Properties, Inc.	16.551	133342088.787	n/a	n/a	Consumer Services	Homebuilding	http://www.nasdaq.com/symbol/strs
STRA	Strayer Education, Inc.	37.6	406849220.8	n/a	1996	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/stra
STRM	Streamline Health Solutions, Inc.	8	104944552	n/a	1992	Technology	EDP Services	http://www.nasdaq.com/symbol/strm
STB	Student Transportation Inc	6.32	516542271.04	n/a	n/a	Transportation	Other Transportation	http://www.nasdaq.com/symbol/stb
SCMP	Sucampo Pharmaceuticals, Inc.	6.43	273084440.52	n/a	2007	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/scmp
SUBK	Suffolk Bancorp	19.29	223243440.06	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/subk
SUMR	Summer Infant, Inc.	2.81	50483566.42	n/a	n/a	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/sumr
SMMF	Summit Financial Group, Inc.	9.045	67325751.99	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/smmf
SSBI	Summit State Bank	9.99	47478334.14	n/a	2006	n/a	n/a	http://www.nasdaq.com/symbol/ssbi
SNBC	Sun Bancorp, Inc.	3.2	276770835.2	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/snbc
SNHY	Sun Hydraulics Corporation	40.67	1067445114.33	n/a	1997	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/snhy
SNSS	Sunesis Pharmaceuticals, Inc.	5.03	260022479.9	n/a	2005	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/snss
STKL	SunOpta, Inc.	8.89	589455530.51	n/a	1981	Consumer Services	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/stkl
