Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	industry	Summary Quote
PKH	Merrill Lynch Depositor, Inc.	25.25	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pkh
PYY	Merrill Lynch Depositor, Inc.	24.3	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pyy
PZB	Merrill Lynch Depositor, Inc.	24.2583	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pzb
MTR	Mesa Royalty Trust	21.96	40924436.4	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mtr
MSB	Mesabi Trust	24.11	316323441.1	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/msb
MEI	Methode Electronics, Inc.	25.24	940383641.28	n/a	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/mei
MET	MetLife, Inc.	47.96	52619091225.8	n/a	2000	Finance	Life Insurance	http://www.nasdaq.com/symbol/met
MET^A	MetLife, Inc.	21.922	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/met^a
MET^B	MetLife, Inc.	24.82	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/met^b
MLG	MetLife, Inc.	25.01	0	n/a	1992	Finance	Life Insurance	http://www.nasdaq.com/symbol/mlg
MLU	MetLife, Inc.	29.12	0	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/mlu
MTD	Mettler-Toledo International, Inc.	247.52	7412047784.96	n/a	1997	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/mtd
MXE	Mexico Equity and Income Fund, Inc. (The)	15.73	96006607.84	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mxe
MXF	Mexico Fund, Inc. (The)	28.451	380727981.684	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mxf
MFA	MFA Financial, Inc.	7.43	2720960130.67	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/mfa
MFA^B	MFA Financial, Inc.	22.84	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mfa^b
MFO	MFA Financial, Inc.	25.1	0	n/a	1988	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/mfo
MIL	MFC Industrial Ltd.	8.11	507297741.86	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/mil
MCR	MFS Charter Income Trust	9.08	498375104.08	n/a	1989	n/a	n/a	http://www.nasdaq.com/symbol/mcr
MGF	MFS Government Markets Income Trust	5.71	186152378.07	n/a	1987	n/a	n/a	http://www.nasdaq.com/symbol/mgf
MIN	MFS Intermediate Income Trust	5.26	620288840.1	n/a	1988	n/a	n/a	http://www.nasdaq.com/symbol/min
MMT	MFS Multimarket Income Trust	6.6	517295486.4	n/a	1987	n/a	n/a	http://www.nasdaq.com/symbol/mmt
MFM	MFS Municipal Income Trust	6.34	261129580.54	n/a	1986	n/a	n/a	http://www.nasdaq.com/symbol/mfm
MFV	MFS Special Value Trust	7.2514	50720620.6858	n/a	1989	n/a	n/a	http://www.nasdaq.com/symbol/mfv
MTG	MGIC Investment Corporation	8.11	2739218750.59	n/a	1987	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/mtg
MGM	MGM Resorts International	19.1	9351342428	n/a	1982	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/mgm
KORS	Michael Kors Holdings Limited	79.49	16140389969.86	n/a	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/kors
MAA	Mid-America Apartment Communities, Inc.	64.39	2752057575.5	n/a	1994	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/maa
MSL	MidSouth Bancorp	15.51	174537380.16	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/msl
MPO	Midstates Petroleum Company, Inc.	5.86	401544317.06	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mpo
MM	Millennial Media, Inc.	7.09	576817960.77	n/a	1991	Technology	Advertising	http://www.nasdaq.com/symbol/mm
MILL	Miller Energy Resources, Inc.	5.85	255501435.15	n/a	1994	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mill
MILL^C	Miller Energy Resources, Inc.	26.7499	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mill^c
MILL^D	Miller Energy Resources, Inc.	24.589	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mill^d
MLR	Miller Industries, Inc.	17.74	199369730.46	n/a	n/a	Capital Goods	Construction/Ag Equipment/Trucks	http://www.nasdaq.com/symbol/mlr
MR	Mindray Medical International Limited	36.17	4247606986.27	n/a	2006	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/mr
MSA	Mine Safety Appliances Company	49.75	1850227872.5	n/a	n/a	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/msa
MTX	Minerals Technologies Inc.	56.48	1944666042.88	n/a	1992	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/mtx
MP^D	Mississippi Power Company	25	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mp^d
MG	Mistras Group Inc	18.02	511319932.7	n/a	2009	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/mg
MTU	Mitsubishi UFJ Financial Group Inc	6.32	89409162513.2	n/a	1992	Finance	Commercial Banks	http://www.nasdaq.com/symbol/mtu
MIXT	MiX Telematics Limited	12.5	329500000	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mixt
MFG	Mizuho Financial Group, Inc.	4.2	50766152329.2	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mfg
MBT	Mobile TeleSystems OJSC	22.56	22435008305.28	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/mbt
MODN	Model N, Inc.	8.49	194876913	n/a	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/modn
MOD	Modine Manufacturing Company	13.46	640358140.54	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/mod
MHK	Mohawk Industries, Inc.	135.17	9816700028.31	n/a	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/mhk
MOH	Molina Healthcare Inc	32.4	1482636960	n/a	2003	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/moh
TAP	Molson Coors Brewing  Company	54.69	8687754737.91	n/a	1996	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/tap
TAP/A	Molson Coors Brewing  Company	54.94	0	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/tap/a
MCP	Molycorp, Inc	4.82	1158604680.3	n/a	2010	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mcp
MCP^A	Molycorp, Inc	19.0501	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mcp^a
MNR	Monmouth Real Estate Investment Corporation	9.17	399539128.31	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/mnr
MNR^A	Monmouth Real Estate Investment Corporation	25.178	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mnr^a
MNR^B	Monmouth Real Estate Investment Corporation	25.58	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mnr^b
MON	Monsanto Company	104.27	54829109282.86	n/a	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/mon
MWW	Monster Worldwide, Inc.	4.4	497351580	n/a	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/mww
MTS	Montgomery Street Income Securities, Inc.	16.04	166329587	n/a	1973	n/a	n/a	http://www.nasdaq.com/symbol/mts
MRH	Montpelier Re Holdings Ltd.	27.68	1368573105.6	n/a	2002	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/mrh
MRH^A	Montpelier Re Holdings Ltd.	27	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mrh^a
MCO	Moody&#39;s Corporation	72.28	15547428000	n/a	1993	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/mco
MOG/A	Moog Inc.	61.89	0	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mog/a
MOG/B	Moog Inc.	61.2	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mog/b
MS	Morgan Stanley	29.13	56842546434.6	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ms
MS^A	Morgan Stanley	19.37	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ms^a
MS^E	Morgan Stanley	26	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ms^e
MSJ	Morgan Stanley	24.73	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/msj
MSK	Morgan Stanley	24.31	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/msk
MSZ	Morgan Stanley	24.58	0	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/msz
MWG	Morgan Stanley	24.0501	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/mwg
MWO	Morgan Stanley	23.32	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/mwo
MWR	Morgan Stanley	24.2	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/mwr
APF	Morgan Stanley Asia-Pacific Fund, Inc.	17	316167530	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/apf
CAF	Morgan Stanley China A Share Fund Inc.	22.32	488394298.8	n/a	1992	n/a	n/a	http://www.nasdaq.com/symbol/caf
RNE	Morgan Stanley Eastern Europe Fund, Inc.	19.6101	67717401.219	n/a	1996	n/a	n/a	http://www.nasdaq.com/symbol/rne
MSD	Morgan Stanley Emerging Markets Debt Fund, Inc.	10.01	236932055.36	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/msd
EDD	Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.	14.01	1014765819.36	n/a	2007	n/a	n/a	http://www.nasdaq.com/symbol/edd
MSF	Morgan Stanley Emerging Markets Fund, Inc.	15.43	225216280	n/a	1991	n/a	n/a	http://www.nasdaq.com/symbol/msf
IIF	Morgan Stanley India Investment Fund, Inc.	16.99	303011739.89	n/a	1994	n/a	n/a	http://www.nasdaq.com/symbol/iif
MOS	Mosaic Company (The)	46.35	19743313392.9	n/a	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/mos
MSI	Motorola Solutions, Inc.	62.65	16208346206.85	n/a	1972	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/msi
MOV	Movado Group Inc.	46.61	1186910086.49	n/a	n/a	Consumer Non-Durables	Consumer Specialties	http://www.nasdaq.com/symbol/mov
MPLX	MPLX LP	36.74	2715197322.2	n/a	1983	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/mplx
MRC	MRC Global Inc.	30.59	3112639503.82	n/a	1996	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mrc
ICB	MS Income Securities, Inc.	16.99	153398360.56	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/icb
HJN	MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14	23.56	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/hjn
HJV	MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14	16.38	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/hjv
HJJ	MS Structured Asset Corp SATURNS Goldman Sachs	22.69	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/hjj
HJR	MS Structured Asset Corp.	25.2	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/hjr
MSM	MSC Industrial Direct Company, Inc.	77.67	3826871735.04	n/a	1995	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/msm
MSCI	MSCI Inc	41.42	4904290573.5	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/msci
MLI	Mueller Industries, Inc.	59.52	1682880443.52	n/a	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/mli
MWA	MUELLER WATER PRODUCTS	8.63	1364640186.92	n/a	2006	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/mwa
MUR	Murphy Oil Corporation	60.25	11260063635.75	n/a	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/mur
MUSA	Murphy USA Inc.	41.7	1948319910	n/a	1989	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/musa
MVO	MV Oil Trust	27.41	315215000	n/a	2007	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mvo
MVC	MVC Capital, Inc.	13.87	313707332.56	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/mvc
MVCB	MVC Capital, Inc.	25.098	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mvcb
MYE	Myers Industries, Inc.	18.41	623495741.12	n/a	1971	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/mye
NBR	Nabors Industries Ltd.	17.92	5289379486.72	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nbr
NC	NACCO Industries, Inc.	55.7	352267241.9	n/a	n/a	Capital Goods	Construction/Ag Equipment/Trucks	http://www.nasdaq.com/symbol/nc
NTE	Nam Tai Electronics, Inc.	8.06	361118104.1	n/a	1988	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/nte
NBHC	National Bank Holdings Corporation	20.48	1052205015.04	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/nbhc
NBG	National Bank of Greece SA	5.73	702842487.6	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/nbg
NBG^A	National Bank of Greece SA	15.1998	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nbg^a
NFG	National Fuel Gas Company	71.94	6015450072.06	n/a	n/a	Public Utilities	Oil/Gas Transmission	http://www.nasdaq.com/symbol/nfg
NGG	National Grid Transco, PLC	62.99	46203665644.52	n/a	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/ngg
NHI	National Health Investors, Inc.	62.45	1740867191.2	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/nhi
NOV	National Oilwel Varcol, Inc.	81.4	34847355303.2	n/a	n/a	Energy	Metal Fabrications	http://www.nasdaq.com/symbol/nov
NPK	National Presto Industries, Inc.	70.47	486119747.97	n/a	n/a	Capital Goods	Ordnance And Accessories	http://www.nasdaq.com/symbol/npk
NNN	National Retail Properties	33.9	4108367577.6	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/nnn
NNN^D	National Retail Properties	22.6035	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nnn^d
NNN^E	National Retail Properties	19.86	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nnn^e
SID	National Steel Company	5.72	8339589017.76	n/a	n/a	Capital Goods	Steel/Iron Ore	http://www.nasdaq.com/symbol/sid
NSM	Nationstar Mortgage Holdings Inc.	49.22	4457676977.5	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/nsm
NW^C	Natl Westminster Pfd	25.13	0	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/nw^c
NGS	Natural Gas Services Group, Inc.	27.85	345035126.05	n/a	2002	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/ngs
NGVC	Natural Grocers by Vitamin Cottage, Inc.	38.35	860319049.2	n/a	n/a	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/ngvc
NRP	Natural Resource Partners LP	19.93	2188561291.44	n/a	2002	Energy	Coal Mining	http://www.nasdaq.com/symbol/nrp
NTZ	Natuzzi, S.p.A.	2.19	120128168.55	n/a	1993	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/ntz
NLS	Nautilus Group, Inc. (The)	7.22	224661187.76	n/a	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/nls
NCI	Navigant Consulting, Inc.	17.39	860318740.82	n/a	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/nci
NNA	Navios Maritime Acquisition Corporation	3.99	545492618.58	n/a	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/nna
NM	Navios Maritime Holdings Inc.	7.61	786678362.12	n/a	1986	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/nm
NMM	Navios Maritime Partners LP	16.68	1184849838.84	n/a	2007	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/nmm
NAV	Navistar International Corporation	39.44	3171891520.72	n/a	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/nav
NAV^D	Navistar International Corporation	11.9	0	n/a	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/nav^d
NCS	NCI Building Systems, Inc.	14.97	1119531105.69	n/a	1972	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/ncs
NCR	NCR Corporation	36.51	6060660000	n/a	n/a	Miscellaneous	Office Equipment/Supplies/Services	http://www.nasdaq.com/symbol/ncr
NP	Neenah Paper, Inc.	41.48	665961400	n/a	n/a	Basic Industries	Paper	http://www.nasdaq.com/symbol/np
NNI	Nelnet, Inc.	42.18	1955722055.82	n/a	2003	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/nni
NPTN	NeoPhotonics Corporation	7.19	224728777.79	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/nptn
N	Netsuite Inc	97.61	7289920174.33	n/a	2007	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/n
NSR	Neustar, Inc.	46.8	3012210583.2	n/a	2005	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/nsr
HYB	New America High Income Fund, Inc. (The)	9.65	224383479.1	n/a	1988	n/a	n/a	http://www.nasdaq.com/symbol/hyb
GF	New Germany Fund, Inc. (The)	22.6	363744062	n/a	1990	n/a	n/a	http://www.nasdaq.com/symbol/gf
IRL	New Ireland Fund, Inc. (The)	12.27	61771130.94	n/a	1990	n/a	n/a	http://www.nasdaq.com/symbol/irl
NMFC	New Mountain Finance Corporation	14.39	649851263.19	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nmfc
EDU	New Oriental Education & Technology Group, Inc.	26.58	4164979334.46	n/a	2006	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/edu
NRZ	New Residential Investment Corp.	6.6	1671029441.4	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/nrz
NSLP	New Source Energy Partners L.P.	21.96	206260288.2	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nslp
NWY	New York & Company, Inc.	5.37	342256343.19	n/a	2004	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/nwy
NYCB	New York Community Bancorp, Inc.	16.05	7076016224.25	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/nycb
NYCB^U	New York Community Bancorp, Inc.	49.22	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nycb^u
NYT	New York Times Company (The)	13.27	1983225717.75	n/a	n/a	Consumer Services	Newspapers/Magazines	http://www.nasdaq.com/symbol/nyt
NCT	Newcastle Investment Corporation	5.49	1611254505.69	n/a	2002	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/nct
NCT^B	Newcastle Investment Corporation	25.922	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nct^b
NCT^C	Newcastle Investment Corporation	25.05	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nct^c
NCT^D	Newcastle Investment Corporation	25.3168	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nct^d
NWL	Newell Rubbermaid Inc.	29.36	8455680000	n/a	1972	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/nwl
NFX	Newfield Exploration Company	30.09	4095943507.29	n/a	1993	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nfx
NJR	NewJersey Resources Corporation	46.15	1909712751.7	n/a	n/a	Public Utilities	Oil/Gas Transmission	http://www.nasdaq.com/symbol/njr
NEU	NewMarket Corporation	312.41	4142683438.46	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/neu
NEM	Newmont Mining Corporation	27.92	13766209932.4	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/nem
NR	Newpark Resources, Inc.	12.72	1111352950.8	n/a	n/a	Energy	Metal Fabrications	http://www.nasdaq.com/symbol/nr
NHF	NexPoint Credit Stategies Fund	8.53	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nhf
NEE	NextEra Energy, Inc.	88.35	38050715472.6	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/nee
NEE^C	NextEra Energy, Inc.	24.7	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^c
NEE^F	NextEra Energy, Inc.	25.91	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^f
NEE^G	NextEra Energy, Inc.	21.5	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^g
NEE^H	NextEra Energy, Inc.	21.0899	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^h
NEE^I	NextEra Energy, Inc.	19.39	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^i
NEE^J	NextEra Energy, Inc.	18.96	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^j
NEE^O	NextEra Energy, Inc.	58.2001	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^o
NEE^P	NextEra Energy, Inc.	51.69	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nee^p
NGL	NGL ENERGY PARTNERS LP	31.51	2157807352.31	n/a	1993	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/ngl
NMK^B	Niagara Mohawk Holdings, Inc.	96.8	0	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/nmk^b
NMK^C	Niagara Mohawk Holdings, Inc.	92.05	0	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/nmk^c
NJ	Nidec Corporation (Nihon Densan Kabushiki Kaisha)	23.77	12757891733.24	n/a	n/a	Consumer Durables	Metal Fabrications	http://www.nasdaq.com/symbol/nj
NLSN	Nielsen Holdings N.V.	39.7	14994056427.7	n/a	2011	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/nlsn
NKE	Nike, Inc.	76.76	68282250780.92	n/a	n/a	Consumer Non-Durables	Shoe Manufacturing	http://www.nasdaq.com/symbol/nke
NTT	Nippon Telegraph and Telephone Corporation	25.84	60215885237.44	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ntt
NKA	Niska Gas Storage Partners LLC	16	558479392	n/a	2010	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/nka
NI	NiSource, Inc	31.88	9987839626.72	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/ni
NL	NL Industries, Inc.	11.24	547094456.16	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/nl
NED	Noah Education Holdings Ltd.	2.06	77521470.92	n/a	2007	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ned
NOAH	Noah Holdings Ltd.	20.54	1127004700.12	n/a	2010	Finance	Investment Managers	http://www.nasdaq.com/symbol/noah
NE	Noble Corporation	37.62	9533183002.2	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ne
NBL	Noble Energy Inc.	74.59	26798467252.96	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nbl
NOK	Nokia Corporation	7.9	29585455301.8	n/a	1994	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/nok
NMR	Nomura Holdings Inc ADR	7.41	27428954338.11	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/nmr
NOR	Noranda Aluminum Holding Corporation	3.04	206791987.2	n/a	2010	Basic Industries	Aluminum	http://www.nasdaq.com/symbol/nor
NAT	Nordic American Tankers Limited	8.39	553867955.89	n/a	n/a	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/nat
NDZ	Nordion Inc.	8.32	515083720.32	n/a	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/ndz
JWN	Nordstrom, Inc.	60.51	11792548047.87	n/a	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/jwn
NSC	Norfolk Souther Corporation	86.46	26708386958.88	n/a	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/nsc
NTL	Nortel Inversora SA	22.32	3035901672	n/a	1997	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ntl
NOA	North American Energy Partners, Inc.	5.85	212484437.1	n/a	2006	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/noa
NRT	North European Oil Royality Trust	23.35	214600276.5	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nrt
NU	Northeast Utilities	42.95	13533290521.25	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/nu
NTI	Northern Tier Energy LP	23.3	2145605034.9	n/a	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/nti
NOC	Northrop Grumman Corporation	109.62	24334607708.46	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/noc
NRF	Northstar Realty Finance Corp.	9.52	2281846876.96	n/a	2004	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/nrf
NRF^A	Northstar Realty Finance Corp.	24.662	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nrf^a
NRF^B	Northstar Realty Finance Corp.	23.38	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nrf^b
NRF^C	Northstar Realty Finance Corp.	24.5	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nrf^c
NRF^D	Northstar Realty Finance Corp.	23.7899	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nrf^d
NWN	Northwest Natural Gas Company	43.17	1164515412.36	n/a	n/a	Public Utilities	Oil/Gas Transmission	http://www.nasdaq.com/symbol/nwn
NWE	NorthWestern Corporation	46.33	1782002928.46	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/nwe
NVS	Novartis AG	77.91	189710850000	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/nvs
NVO	Novo Nordisk A/S	170.84	99087200000	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/nvo
NQ	NQ Mobile Inc.	11.14	594252271.4	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/nq
NRG	NRG Energy, Inc.	28.16	9104904314.88	n/a	1993	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/nrg
